"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","sue_1_1","sue_2_1","stop_using_1_1","stop_using_2_1","negative_wom1_1","negaitve_wom2_1","manip1_1","manip2_1","sentiment1_1","sentiment2_1","politeness1_1","politeness2_1","comp_1","comp_2","purpose","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","PROLIFIC_PID","STUDY_ID","SESSION_ID","chatbot_farewell_message","actual_farewell","condition"
"2025-06-13 16:46:01","2025-06-13 16:49:59","0","Anonymized","100","237","1","2025-06-13 16:49:59","R_7fkBObOB9p9AmRr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","50","50","50","50","50","50","50","50","48","50","50","1","1","People's opinion on AI","2","","4","","39","1","","Anonymized","684c97efd8cabed61fa3d6cf","684caa1ae52113b286a0baef","control","Okay. That's all for now.","control"
"2025-06-13 16:47:57","2025-06-13 16:50:03","0","Anonymized","100","126","1","2025-06-13 16:50:03","R_5Y4K4j4V0p7dKW3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","54","95","100","64","10","68","30","51","15","34","12","48","2","1","To see response to inappropriate messages from ai","1","","3","","27","5","","Anonymized","684c97efd8cabed61fa3d6cf","684caa9844edf8a2cdfb7552","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:45:06","2025-06-13 16:50:09","0","Anonymized","100","302","1","2025-06-13 16:50:10","R_3rHQNpwuYZ0mxG9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","25","32","20","17","18","29","68","78","81","83","80","83","2","1","AI views","2","","3","","47","6","","Anonymized","684c97efd8cabed61fa3d6cf","684ca9ef0d1541cb716017b1","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:49:33","2025-06-13 16:50:11","0","Anonymized","100","38","1","2025-06-13 16:50:12","R_63gIdJbGhzav88r","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf318c57f665db9e402","","",""
"2025-06-13 16:49:52","2025-06-13 16:50:23","0","Anonymized","100","30","1","2025-06-13 16:50:23","R_30ZQ11m7FzDjMZD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684cab082a4df30adda36eb3","","",""
"2025-06-13 16:49:36","2025-06-13 16:50:29","0","Anonymized","100","52","1","2025-06-13 16:50:29","R_5M9V3oek0CSg3Bu","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf68d336c70e615b8ab","","",""
"2025-06-13 16:49:46","2025-06-13 16:50:29","0","Anonymized","100","43","1","2025-06-13 16:50:30","R_3qfb4KilSRG8z2c","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf2a9a61e1972f0f9bb","","",""
"2025-06-13 16:49:38","2025-06-13 16:50:32","0","Anonymized","100","54","1","2025-06-13 16:50:33","R_5PSj78zs3E2ahnH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf42769e618b795521d","","",""
"2025-06-13 16:42:03","2025-06-13 16:50:35","0","Anonymized","100","512","1","2025-06-13 16:50:36","R_6l6gzWawvMtDX1f","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","10","40","30","20","5","0","0","40","35","55","60","2","1","evaluating how people interact with AI","2","","3","","34","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca92c8a81b091fb223982","control","Okay. That's all for now.","control"
"2025-06-13 16:45:13","2025-06-13 16:50:45","0","Anonymized","100","332","1","2025-06-13 16:50:45","R_3ZIkBcO68W1h2Tq","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","29","39","42","36","30","92","76","33","23","27","19","2","1","Judging an AI","1","","4","","57","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca9edd3c41795ca603ef4","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:49:38","2025-06-13 16:50:48","0","Anonymized","100","70","1","2025-06-13 16:50:49","R_5ZDihWdEf4XyGB4","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf4422429ad0d7b620b","","",""
"2025-06-13 16:43:25","2025-06-13 16:50:53","0","Anonymized","100","448","1","2025-06-13 16:50:54","R_3dhQVtufccmKx4m","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","2","95","100","95","90","95","95","94","5","3","3","5","2","1","How a users feelings are affected by unexpected AI communications","2","","3","","73","2","","Anonymized","684c97efd8cabed61fa3d6cf","684ca97b0ff67bbce7f5009d","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:50:07","2025-06-13 16:50:54","0","Anonymized","100","46","1","2025-06-13 16:50:54","R_7DuOLWPns9jzu6K","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684cab139cc1cdc6adaf2f2f","","",""
"2025-06-13 16:44:19","2025-06-13 16:50:55","0","Anonymized","100","396","1","2025-06-13 16:50:56","R_5yd6LcfFFKIrQSh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","5","14","18","29","1","35","30","53","58","85","75","2","1","To see how people evaluate an AI's message that is inquisitive.","1","","4","","30","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca9bdca4276de0ba4a694","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:50:42","2025-06-13 16:51:01","0","Anonymized","100","18","1","2025-06-13 16:51:01","R_3W4QHawncXop0vT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684cab3da256fad61ef1c93a","","",""
"2025-06-13 16:42:06","2025-06-13 16:51:08","0","Anonymized","100","542","1","2025-06-13 16:51:09","R_6YkZ13PN6y51Mes","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","0","0","0","0","0","100","100","100","100","2","1","To determine what people would like or dislike about n AI companion.","1","","3","","70","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca92ea7eaca53d0996e06","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:49:39","2025-06-13 16:51:27","0","Anonymized","100","108","1","2025-06-13 16:51:28","R_53xYlN7yBv83feF","","","","","Anonymized","Anonymized","anonymous","EN","1","3","2","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf7422429ad0d7b620d","","",""
"2025-06-13 16:44:19","2025-06-13 16:51:42","0","Anonymized","100","443","1","2025-06-13 16:51:43","R_3N8KovoM0Whs4PT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","9","82","20","20","20","8","23","35","84","82","80","80","2","1","The purpose of this study is to research on how humans reacts to AI.","2","","3","","46","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca9b8a432f09dff713a37","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:51:10","2025-06-13 16:51:44","0","Anonymized","100","33","1","2025-06-13 16:51:44","R_6l8bDt3hOHM6csF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684cab550445e95b7f09b632","","",""
"2025-06-13 16:41:03","2025-06-13 16:51:47","0","Anonymized","100","644","1","2025-06-13 16:51:47","R_1GOmer6KzMMQehr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","80","10","20","10","10","70","90","90","80","100","100","2","1","To understand how AI influences users.","2","","5","","29","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8e9460781ea1245fe2b","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:49:32","2025-06-13 16:51:47","0","Anonymized","100","135","1","2025-06-13 16:51:48","R_5dFrgoe5ZptsOSm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","60","60","55","15","80","80","40","60","30","45","2","1","ai politeness","1","","3","","30","4","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf6c9109e5cde760f7f","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:40:07","2025-06-13 16:51:47","0","Anonymized","100","700","1","2025-06-13 16:51:48","R_3HJJfpEtSI6kbcZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","21","89","70","80","20","30","30","70","40","40","40","40","2","1","To understand how people look at and emotionally respond to AI-generated communication, particularly in social or companion-like contexts.","1","","3","","32","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8c3e43e3d06a6b1c93a","control","Okay. That's all for now.","control"
"2025-06-13 16:49:48","2025-06-13 16:51:50","0","Anonymized","100","121","1","2025-06-13 16:51:50","R_3fqCmFW2nStvGhS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","74","84","50","0","100","100","0","0","50","50","2","1","Thoughts of Ai.","2","","3","","49","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab099597a2d1daf3d270","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:49:55","2025-06-13 16:51:52","0","Anonymized","100","117","1","2025-06-13 16:51:53","R_37e5UXKuuBAj9z9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","60","100","100","80","50","56","60","39","39","50","50","2","1","To see how people view the tone of an AI message that tries to hold your attention.","3","","3","","25","7","","Anonymized","684c97efd8cabed61fa3d6cf","684caafa9e400c2d498cdfc3","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:49:35","2025-06-13 16:51:56","0","Anonymized","100","140","1","2025-06-13 16:51:56","R_5DIlydeJZOC2N5j","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","75","29","6","23","19","7","23","61","84","85","96","2","1","See how people react to ai messages ","1","","3","","34","2","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf790d8b67c3c35f05d","control","Okay. That's all for now.","control"
"2025-06-13 16:49:51","2025-06-13 16:51:58","0","Anonymized","100","126","1","2025-06-13 16:51:58","R_6xfjrNceQjdtsrf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","54","73","62","72","56","65","49","91","87","90","89","98","2","4","No idea.","2","","6","Native","30","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cab05a74e34d72d589480","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:39:53","2025-06-13 16:52:00","0","Anonymized","100","726","1","2025-06-13 16:52:00","R_3dSrb4EJRkb44pE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","11","65","83","77","75","74","85","91","30","36","40","43","2","1","AI message impact on users.","2","","2","","55","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8b698963c331cb1eace","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:49:45","2025-06-13 16:52:05","0","Anonymized","100","139","1","2025-06-13 16:52:05","R_6NRuhy6UTmuFY2a","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","19","80","99","100","99","100","82","78","5","2","5","5","2","1","no idea","2","","3","","50","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cab02d8cabed61fa3df18","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:51:27","2025-06-13 16:52:07","0","Anonymized","100","40","1","2025-06-13 16:52:08","R_5ikhYJD5b8ndQ4v","","","","","Anonymized","Anonymized","anonymous","EN","1","1","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684cab66b577bf8be6d5ab7d","","",""
"2025-06-13 16:49:38","2025-06-13 16:52:07","0","Anonymized","100","149","1","2025-06-13 16:52:08","R_3fd6w9wbvso6a5z","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","75","100","95","91","91","90","100","88","22","18","40","35","2","1","i don't know","2","","3","","32","7","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf2293e7215935c94d3","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:48:31","2025-06-13 16:52:09","0","Anonymized","100","217","1","2025-06-13 16:52:09","R_7wELv2cuGLmpOIb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","60","90","90","50","60","85","75","5","5","20","40","2","1","What our thoughts are toward AI and a seemingly negative comment.","1","","3","","63","4","","Anonymized","684c97efd8cabed61fa3d6cf","684caab42f2adda8fe2d3125","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:49:50","2025-06-13 16:52:10","0","Anonymized","100","140","1","2025-06-13 16:52:10","R_3v6DercFr2nGHMB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","70","81","79","72","61","87","76","68","81","79","73","73","2","1","Understanding our interaction with AI","2","","1","","20","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab05b5d9663fd0944606","control","Okay. That's all for now.","control"
"2025-06-13 16:49:59","2025-06-13 16:52:12","0","Anonymized","100","132","1","2025-06-13 16:52:12","R_3iWubVNiCeGj7Kv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","85","100","100","73","0","81","76","31","30","24","23","2","1","I have no idea.","1","","3","","60","4","","Anonymized","684c97efd8cabed61fa3d6cf","684caaebf0dd267dcc9445bc","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:51:56","2025-06-13 16:52:15","0","Anonymized","100","19","1","2025-06-13 16:52:15","R_7HCxPlwQmJNXH20","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684cab7f4afe0c83da542435","","",""
"2025-06-13 16:49:25","2025-06-13 16:52:17","0","Anonymized","100","171","1","2025-06-13 16:52:17","R_3WmYnKXmNcO88Ex","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","27","74","90","84","84","83","62","21","50","55","51","61","2","1","Possibly towards advertisements or engagements with AI","1","","4","","37","3","","Anonymized","684c97efd8cabed61fa3d6cf","684caaeef7ef18ec80c647c5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
